show_id,director
80134524,Tim Ritter
80038355,Jerry Warren
80038441,Adrian Weiss
80134433,Jerry Ciccoritti
80134436,Jay Lee
80134514,Aaron Norris
80134398,Roger Corman
80134520,Noah Baumbach
80134420,
80161700,John Shepphird
80134399,Stepan Puchinyan
80160127,Kwok-Man Keung
80134438,Ben Carland
80134435,Keith R Robinson
80134519,Keith Samples
80134434,Tony Pietra Arjuna
80160357,Steven Robman
70299745,
80038527,Sean Stanek
80038445,Stephan Pacheco
81024332,Manu Warrier
80987464,Philip Seymour Hoffman
80156925,Grace Wethor
60002907,Garry Matheny
80207473,Mark DippÃ©
80990534,John Michael Williams
70111265,Adam SedlÃ¡k
70024098,
80071907,AndrÃ©s Goteira
70020730,K. Asher Levin
80202258,Fred Gerber
80057137,
81045720,Sanjay Kumar Bharti
70236016,
81069249,Poluru Krishna
81083971,Shane Dax Taylor
80200047,"Leila Djansi, Ryan Daly"
80156772,
81016361,Stephanie Zari
81055395,Daniel Lee
70077556,Fritz Lang
80994738,Kwai Daniels
60021299,Irvin Kershner
70129374,Anthony Fanelli
80167647,Shaji Kailas
80215076,Vishnu Varadhan
80184973,Anil Ravipudi
70021551,Nelson Venkatesan
80175151,Christina Choe
80232404,Balu Anand
60036746,Jeff Fisher
60036613,Anthony Fankhauser
80214584,Alex Reis
17671454,Lee Kelley
60036617,Guillermo Ivan
70294790,Haridas Kesavan
70063017,Sundar Rao Nadkarni
60003401,Robert Mulligan
70021253,Sean McNamara
70138498,
80188099,DÃ­dac Cervera
70025303,"Eric Tsang, Xiong Xinxin"
70048905,Ezhil
80223195,Curtis Hanson
80236906,Sean Baker
80238297,Marah Strauch
17969262,Gerard Walsh
80223317,Steve Lawson
70012334,
80106947,Katherine Brooks
80082014,Rajanish
80235325,Biodun Stephen
70291094,
70250369,Douglas Tirola
80223230,"Elizabeth Rohrbaugh, Daniel Powell"
80059049,Bhaskar
60032008,Steven C. Miller
60037397,Dustin Ferguson
80223228,Peter Daskaloff
70001082,Benjamin Duffield
80238291,Yuval Hadadi
80158247,Christopher James Lang
60035875,Raj Kapoor
70244982,Aditya Sarpotdar
70065769,J. Horton
70099702,Greg Morgan
80238637,Michael Lindsay-Hogg
80188777,
80238293,Ringo Lam
80132381,L. Raja
80023851,Moonbug Entertainment
70019491,
70304187,"Eduardo Maytorena, Wayne Mitchell"
60001670,Viju Mane
70134669,Rob Williams
80202728,Michael J. Nelson
80238294,Patrick Hughes
80023853,Singampuli
80244078,Bharathiraja
80238292,Subhash Kapoor
80238190,
70304188,Wayne Kramer
70304189,Luca Canale Brucculeri
70143440,Joey Menzel
20717860,Bala
80201833,Dolph Lundgren
80238295,Gajendra Ahire
80223190,Gabriel Ochoa
70125935,
60021903,Prabadish Samz
70001564,
80121845,Sudha Kongara
80144119,Prakash Kovelamudi
80119382,T.Akash
80103424,Sturla Gunnarsson
80158817,Girish Mohite
70285730,Jangeti Sravani Rajesh
80097530,Michael Munn
80092404,
80092850,Krishna Kumar
80093127,Sarah Townsend
80041089,Larry Jordan
80178564,
80103734,Tarun Mansukhani
81061410,Sanjiv Kolate
60024935,Richard Raymond
80168189,R. Ajay Gnanamuthu
80244709,
80147919,Vijay Patkar
80159025,Prashanth Pandiraj
81025973,
80121387,Robert Hartford-Davis
81113918,Chitrapu Narayana Rao
81029736,Rob Reiner
81051688,Pablo Macho Maysonet IV
81113921,Matthew Leutwyler
81006334,P. Rajapandi
80211563,Jesse V. Johnson
70290904,Kumaresh kumar
80225953,
70294793,Damian Lee
81030855,Ragavendra Prasad
80079473,Michael Davis
80018328,"Brett DeJager, Max Groah, John Hale III, Zane Hershberger, Robert Lanphere, Jennifer Nangle, Tory van Buskirk, Stephen Wolfe"
80996787,Pushkar-Gayathri
81035881,Vasantha Mani
81035843,A.V. Meiyappan
80039136,K. R. Jaya
81035863,Ganesh Vinaayac
81035858,Sasi
81035882,
81035847,Arun Raj Varma
80223226,Manimaran
81076055,P. Neelakantan
80996790,B. Padmanabham
70270388,I. Ahmed
80186608,Youreka
80042309,"Hideaki Anno, Masayuki, Mahiro Maeda, Kazuya Tsurumaki"
80169554,"Hideaki Anno, Kazuya Tsurumaki, Katsuichi Nakayama, Mahiro Maeda"
70117293,"Hideaki Anno, Masayuki, Kazuya Tsurumaki"
80241689,"Hideaki Anno, Masayuki, Kazuya Tsurumaki"
80121841,Mark Stirton
81093122,Alexander Gruszynski
70293788,David Bergman
81039384,Jason Cunningham
80220676,Mark Neveldine
80173623,"Howard J. Ford, Jon Ford"
80109341,Warwick Thornton
80095411,
80244783,Damon Cardasis
80144311,Pa. Ranjith
80109145,Pa. Ranjith
80117455,Suraj
81145270,Gabriel Grieco
81128584,Antonio Margheriti
80198478,Ly Minh Thang
80238434,Marc F. Voizard
80240691,Michael Winnick
80134080,Martin McDonagh
80183051,Mamoru Oshii
81010818,Hugh Schulze
81091378,Scott Ziehl
81136964,
81088332,
81121055,Andre Roberson
80233215,Penelope Lawson
80241779,Erik Bloomquist
80091936,
81081051,David Hemmings
70236020,"Chinedu ""Mr. Chin"" Ernesto, Puncho Villashio"
81002747,Paul Justman
81075239,P. J. Pesce
80165918,
80192018,David Veloz
80161640,Mark Sawers
80108952,Gil Cunha
81090899,Susan Seidelman
81095399,Michael Switzer
80996455,Pawan Kumar K
80038207,Urszula Antoniak
80171598,
80160994,
80191356,Taki Kato
80097349,K. Ravi Shankar
80231602,Matthew Patrick
26009364,Kate Drummond
70026432,Jonathan Lynn
80155477,Geoff D'Eon
80038420,
81035849,Jasmin Dizdar
80195901,Michael Feifer
80128245,Ã“skar ThÃ³r Axelsson
80993655,Adam Rodgers
80167644,Matthew Cassani
80027041,Louis J. Horvitz
81018067,Eytan Fox
80220422,Thomas Daley
81033473,Jofin T. Chacko
81035870,Luis Alejandro Berdejo
80209013,Catherine Devaney
81033445,Ned Ehrbar
60024788,Jacob Gentry
80166185,
81035868,"Neasa NÃ­ ChianÃ¡in, David Rane"
81035877,
81131274,John Hale
81035876,John Pogue
81035875,Dror Soref
81035866,
81027187,
81035879,
81035871,
80173234,
80151644,
81028895,
70038131,Hisonni Johnson
80108430,Jean Claude Le Marre
70135893,Michael Feifer
80121844,Alex Pettyfer
80133117,"John Crockett, Brian McCulley, Manaal Khan, Carmelo Chimera, Tayo Amos, Rebekah Wiggins"
80158750,Meissa Hampton
80095626,
80216302,William Hoareau
81017094,
80241071,Andy Knode
80993106,Alfredo ZacarÃ­as
80160814,Kjell Sundvall
81092781,Krishna Ashu Bhati
81001090,Garson Kanin
81092780,Lucio A. Rojas
81092783,William Wesley
81136963,Jerry London
80195801,Philip S. Plowden
80999727,
80076698,Tyler James
80038159,Ranjan Ghosh
80037691,Shady Srour
80998296,Pompi Ghosh Mukherjee
81081067,James Mark
70305217,Prem Lama
81123052,Bobby Roth
70302572,Dan Curtis
81108280,Brian Caunter
81027195,
70074315,Keirda Bahruth
80991033,Sarah Townsend
80184100,Marina Rice Bader
80991026,Rojin Thomas
80243582,Rojin Thomas
80243473,
80187684,"Ryan Gage, Marta Baidek"
70302844,Jesse Peretz
80245601,Christina Wayne
80222951,Shinya Ayabe
80242619,
80230561,Richard Brandes
80238711,James Schroeder
81035853,Eric Rochant
81035841,Hsiao Ya-chuan
80220816,M. Padmakumar
81035889,
81088277,Jon Dabach
81035874,
81035883,Charles Marquis Warren
81035848,Laetitia Colombani
80176756,Rolf Niklas Berggren
80221016,Rafael Flores
80222188,Aaron Michael
80221640,Shane Fairbanks
60001104,Greg Emetaz
80132601,Jesse Baget
80176866,Gerry Lively
80163369,Leos Carax
80114989,Don E. FauntLeRoy
80163266,Kazuki Watanabe
81092768,Raymelle A Adams
81092766,
70060018,Gordon Parks Jr.
70202141,Michael Baez
80188935,Justin Channell
81032375,
352989,Vassan
81034775,Ken Kwapis
81062606,Mohan Raja
81092909,Ponram
70098605,P. C. Sreeram
20129240,CeDarian Crawford
70108017,WANG MENG
70011219,Oliver Parker
80097424,
80203143,Roland West
81068732,Jeremy Kagan
60026155,David Hayman
80994443,Edward Burns
80245442,Danny Hiller
80229216,Jaime Escallon-Buraglia
60033300,Ben Bolt
70011206,Hsiao Ya-chuan
80998558,P. Vasu
80168167,Jaison Pazhayattu
80196584,Grant McPhee
80157084,Ike
80144804,
80106038,
60000901,"Austin Buchanan, Samuel Niall"
80121872,Rajkumar Periasamy
80107736,James Snider
80148967,Mark Knight
70057994,
80157207,Chinaas Palanisamy
80176449,Tod Browning
80156937,Nic Champeaux
80035684,M. Muthaiah
80175277,Richard Eyre
80158546,Nathan Grubbs
80156936,Charlie Scharfman
80121843,Gugu E. Michaels
80124091,Sam Boyd
80157244,Jon Sherman
60023237,Amy Heckerling
80105085,Mark Brozel
80093213,Gerd Oswald
80103623,Julian Farino
80032640,Stanley Kubrick
80221446,
81088333,
80991107,Clare Beavan
80048977,Zeptolab
70189282,Simon Cellan Jones
80119249,Mark Knigjht
80160516,Jason Mills
80160391,Prasad Velampalli
80160597,Steven Jacobson
80117747,Richard Laxton
70228154,Elijah Moshinsky
80104622,Mandie Fletcher
80004286,Dominic Savage
81039323,Tristram Powell
80176715,Amelia Moses
80245121,Ben Bolt
80170277,James Toback
80097355,
81078217,"Declan Donnellan, Nick Ormerod"
81108281,John Huston
70122316,Jonathan Wright
80102266,Micha Wald
80099089,Barry Devlin
80236408,Parameswar
81039161,Steve Anderson
80240537,Andrew Lau
80997870,Damion Damaske
80244539,Erik SkjoldbjÃ¦rg
60001377,Krishnan-Panju
80039813,Saran K Advaithan
81151899,Malcolm McKay
81017011,Philip Saville
80999991,Howard Davies
81000000,Bharathiraja
80211648,Larysa Kondracki
70074100,Juan Martinez Vera
80198632,Jim Mickle
70143241,William Nigh
80210294,Mark Lafferty
70278933,Shimizu Takashi
80093198,Thomas Brecheisen
81018141,"Jean-Pierre Jeunet, Marc Caro"
81015524,Bruce Beresford
70124965,Brad Michael Elmore
80999107,Sohanlal
80992365,Justin Price
80171022,Sarah Polley
80236421,Ann Forry
80212251,Uday Nandanavanam
81092331,Jerry Warren
80173485,Julie Delpy
81028404,Robert Altman
80198508,Orlando Von Einsiedel
80155932,Shinpei Hayashiya
80994020,Brian Goodman
80049177,Vamshi Narasimha
80025495,Edward L. Cahn
80023689,"Jack Hill, Stephanie Rothman"
70278930,Sandra Kogut
80038337,K. Bhagyaraj
80053475,Ion Popescu-Gopo
80999986,Hung Tzu-huan
80022605,Lindsay Posner
80029901,Stuart Orme
80037478,Adam Berardi
80236236,Mike Hodges
80999987,Mirko Pincelli
81000015,Terry Winsor
80999982,Tom Gries
81005453,Waris Hussein
80999989,Ib Melchior
70218312,Andrew Thompson
70298116,Lu Chun Ku
80232989,William Witney
80014857,Alexandra Swarens
80145512,
80225024,Brooklyn Ewing
70108777,C. V. Sasikumar
80233419,Punch Bharat
70259259,Robert Stevens
80017021,Arthur Ripley
70099615,Robert Parrish
70034607,
70118801,Rich Ambler
70117354,Thalapathy Prabhu
81036524,Ankit Bagde
70025372,Michael Powell
70123160,Jorge Montesi
70299270,
80017280,Arto Halonen
80155863,Martin Pfeil
80107087,Madhan Kumar
81035840,Stephen Whittaker
81144516,Tha. Muruganantham
80195962,Vinod Bharathan
80185070,Dwarakh Raja
80138672,M. Rajesh
80186829,N. Ragavan
80013547,Christopher Morahan
70242629,Dastan Khalili
80242137,"Simon Cellan Jones, Elinor Day"
80241590,Paddy Breathnach
81072109,Gerd Oswald
80244472,Roger Hedden
80190463,Will Zens
80164164,Zach Lona
80997613,Robin Sheppard
80186926,Jane Prowse
80996338,Abner Biberman
80230423,Michael Winterbottom
70301275,Justin Hardy
80073823,Mark Robson
70299859,Michael Ballard
80027378,Michael Whyte
70266679,Mykee Morettini
1005494,Robi Michael
81116487,Mahendran Rajamani
80998968,Arnold Laven
70272893,Antonio Jefferson
80180376,Cheryl Nichols
81113926,Scott Jeffrey
80993627,Robin Sheppard
80217130,Venkat Prabhu
80167460,Antonia Bird
81155782,Chris Menaul
81003981,Damian Lee
70042688,Andrew Wagner
70109429,
81011993,Stuart Orme
70201870,Howard Davies
80075178,Les Blair
80145805,Edgar G. Ulmer
80214010,David Lister
81153373,Gerd Oswald
70262783,Edward Bennett
70293661,Andy Wilson
70266171,Dominic Leclerc
70257413,Shakti Samanta
80988262,Boris Petroff
70295189,Lakshmy Ramakrishnan
70257860,Alexandra Zelman-Doring
70171835,Diamuid Lawrence
80993650,Brett Donowho
80049979,Paul Bogart
70267439,
70293812,Caarthick Raju
80113589,Michael Muthu
70298393,David Johnson
80191557,
80096585,Wim Wenders
80106928,TheGiggleBellies
80064459,Graham Theakston
80014996,"Edna Luise Biesold, Sarah-Violet Bliss, Bruce Thierry Cheung, Gabrielle Demeestere, Alexis Gambis, Brooke Goldfinch, Shripriya Mahesh, Pamela Romanowsky, Tine Thomasen, Shruti Ganguly, Virginia Urreiztieta, Omar ZÃºÃ±iga Hidalgo"
60003082,"Tihany Sengupta, Vipul Mathur"
80244246,Christian James
80081277,Iain A. Hunt
81005504,Dharani Dharan
80149064,Vinoth Rajendran
80171659,
80097221,Ashwath Marimuthu
80103331,A. Venkatesh
81011936,Jean Stewart
80244363,John Robinson
80167481,
80991827,"Nolan Lawlor, John Christensen"
70300666,Brian Trenchard-Smith
80221109,Bharathiraja
81145271,David Thacker
81024041,Frank H. Woodward
80191236,"Zell Miller III, Tawanna Wilkins"
81094069,Mahendran K
81094893,Sam Miller
80221677,Pipalupa Animation
70084221,Pa.Vetriselvan
81056491,Jane Howell
81088331,Eddie Augustin
80234451,David S. Jackson
80995079,Audrey Cooke
80180224,Beeban Kidron
80171125,
80106989,
60010069,Elijah Moshinsky
70241791,Marc Evans
81099997,Anna Elizabeth James
70084148,Mary McMurray
70101345,Peter Stebbings
70128697,David Cronenberg
70044688,LC Santhanamoorthy
60035622,Ra.Vijaya Murugan
80117079,Stephen Poliakoff
70001958,
70066433,Dennis Potter
70098899,Siddique
70109689,
855084,Sudhin Vamattam
70105369,B.R. Vijayalakshmi
60029369,Julian Chojnacki
81086718,Tim Fywell
80005738,Oliver Thompson
60000415,Fred Olen Ray
70112731,Patrick Russell
81130297,Matthew Diamond
60033320,Michael Oblowitz
81100120,Shakti Samanta
81060038,
60020745,David D.Martin
18907685,
70114342,
70021661,Dhana Sekaran
70084795,A. Bhimsingh
60027701,
70021654,Keisuke Yoshida
81099976,Jorge Montesi
70001777,Phil Dornfeld
80182447,Todd Bellanca
70055855,Sathyasiva
80994575,Vinayan
60036112,A. N. Pitchumani
80994424,"Lu Chiang Chao, Lan Jing"
80229417,Lakshmy Ramakrishnan
80997402,Dan Zeff
80236278,RenÃ© Guerra
80115118,Tim Sutton
80180851,Bill Gentile
80236279,
80994573,
70057519,
60029032,
81002211,Peter Markle
70062158,Patricio Valladares
80996343,Pradhuman Singh
80994419,PULIN MITRA
80994426,John Flynn
80994574,A. L. Vijay
70125939,Matthew Cole Weiss
80994420,John McKay
70205125,Adam Marcus
70034610,Hari Santhosh
80992111,Bekir Kulozu
80222256,Craig Moss
80206917,Moonbug Entertainment
80994421,R. Kannan
70098332,Rajkumar
80236280,Jim Fall
80994572,Dwayne Parker
80996349,Bala
80993648,Beda Docampo Feijoo
70306701,Leonid Gaidai
80178940,Veernala Rama Krishna Rao
80158301,Claudio Fah
70290905,Phil Karlson
80156950,Veerabhadram Chowdary
80167699,Keith Samples
80158390,Sridhar
70294800,Harvey Keith
80184770,Steven Feder
80156992,Richard Monks
80191358,
80118532,Chris Mullins
80107948,"Jeff Kennedy, Dean Teaster"
80094964,Bob Saget
80158481,Red Grant
70229498,
20257393,Roger Kumble
80159899,Todd Berger
80093106,Prem Aryan
80157567,Kevin Connor
80157392,Steve Horn
80187467,Jeeva
80160125,V. Z. Durai
80187323,Bernard Ray
80157132,
80157864,Jake Paltrow
80157717,Dominic Cooke
80093104,Dominic Cooke
80104950,
80053140,Wendy Morgan
80065182,P. Amudhavanan
70251160,Alexis Sweet Cahill
80108386,Richard Tuggle
80085300,Dennis Klein
81214114,Kevin Parkinson
80198623,
81062853,Jennifer Leitzes
80220814,Claire Andrew
81046962,Anil Sharma
80150242,Ryland Brickson Cole Tews
80233024,John Lemont
70251894,Simon Shore
80173542,"Chin-Chung Chan, Woo-Ping Yuen"
80233408,Aristotle Athiras
70142888,Philippa Lowthorpe
81048548,Rambhala
81045052,Steve Rash
80096786,Paul China
80097725,Steven Jacobson
70295415,Stephen Durham
80125627,
81037984,John Flynn
81037985,Peter Levin
80153895,Justin Kelly
80020885,Shahid Kabeer
80002667,Sonia Bible
80174974,Aaron Woodley
80213400,Akin Tijani Balogun
80148595,Paul Unwin
70301484,Steven C. Miller
80038358,Chella Ayyavu
80237347,Brian Clyde
80090370,Bun Yuen
81000860,Robert Iscove
81030789,Tyson Caron
81020635,Charles Jarrott
80134893,A. L. Vijay
81047683,Don Michael Paul
81034697,Christiaan Olwagen
81049950,"Glenn Ficarra, John Requa"
80188596,Brett Kelly
80189656,
70307659,John Alexander
80081958,James Toback
81035398,Shakti Samanta
70113347,Richard Fleischer
80097389,Siu-Tung Ching
80221639,Harald Reinl
70099120,Michael Caleo
81024718,Emeka Ukaegbu
80019930,Tchaiko Omawale
80141960,Mark Sobel
80226168,Matthew Longfellow
81006825,Kani arasu
81213891,Mark Savage
498716,Harold Harris
80220085,Fred Walton
80220813,Gregg Barson
81048561,Raoul Walsh
81026705,Yuvraj Kumar
80122209,David Skato
80109193,Peter Yates
80117940,Andrea Sedlackova
81047898,Craig Roberts
81057249,David Lowell Rich
81047900,Jason Wan Lim
81047899,Siu-Tung Ching
81047901,Mel Brooks
80099016,Karen Shakhnazarov
80123792,George Archainbaud
81031181,Chris Nickin
80107084,Marc Rocco
80125818,George Archainbaud
80239629,James R. Temple
80145141,A. C. Tirulokchandar
80180171,Chitralaya Gopu
81023638,George A. Johnson
81020577,Mike Vogel
80190283,Jon Silver
80148920,Richard Blake
80233925,Leah Walker
81021098,Mike Robe
80194737,Stevie Fernandez
80214406,RenÃ© Bjerregaard
81026192,Robert Redford
70109891,Sean Penn
80003479,John Carpenter
80163053,
80214777,"Graham Phillips, Parker Phillips"
81026986,Craig Macneill
80216146,Joseph Novoa
80149575,Arul S
80144448,Rudrapatla Venugopal
80100936,A. V. Meiyappan A. T. Krishnaswamy
80192420,Rama Narayanan
81054827,L. Raja
81020692,Corey Grant
771476,John Sayles
80198056,Michael Moore
80158485,Nandha kishor
80198661,Shyam Prasad
80119375,A. Bhimsingh
70271454,Victor Halperin
80207371,K. S. Adhiyaman
81041182,Shashank Udapurkar
81020612,Michael Crichton
81023713,Doug Ellin
80174219,T. R. Ramanna
80215322,Omar Lulu
81127902,Hark Tsui
80995039,Hark Tsui
80180373,Ricardo Benet
80152003,Adam Goldberg
80126875,George Archainbaud
70268449,Thor Moreno
81147285,Amit Saxena
70120142,Kevin Connor
80996973,Patricia Cardoso
70142824,Griff Furst
81235729,K. Shankar
80057599,Bhimrao Mude
81093113,David Hemmings
80049358,Saidi Reddy Chittepu
70141971,Stanley Donen
70114021,Mat Hodgson
70275751,Shyamaprasad
70098902,Alan Chan
80118718,George Ungar
60022265,
81026003,Mike Robe
80997602,Spiro Razatos
80169611,Ed Bye
81144867,Michael P Blevins
81127333,Simon Bird
60000878,Gary Burns
81047445,William Jewell
81045085,George Kaczender
81050190,Sakthi Chidambaram
81045065,Americ
70205712,Tom Gries
80028965,Anindya Bikash Dutta
81020716,Ravi Kumar
81050191,Alex T. Hwang
80202078,George Archainbaud
81047446,Michelle Danner
81000511,George Archainbaud
81044856,Ian Toyton
81044857,Roger Vadim
80154682,Larry Peerce
80158543,Derek Diorio
80223136,Harry Winer
80189955,Joseph Novoa
80116307,"Siu-Tung Ching, Hark Tsui"
80228321,Aidan Belizaire
80156940,"Jesse Holland, Andy Mitton"
80222177,Hakan Sahin
80224233,Richard E. Grant
80228282,Anthony Solorzano
70114977,Jai Krishna
70285683,Elia K. Schneider
80141338,J.S. Cardone
80015154,
80106440,
80128690,Tim Fywell
80156769,Michael Ritchie
80141337,Rich Cowan
70118799,Ulli Lommel
70137753,Antwan Smith
80221553,Bob Rafelson
70244163,Lek Kitaparaporn
81221851,Dario Piana
81020668,Victor Varnado
70298946,John Lee Hancock
80144144,Daryl Duke
80106504,David Frazee
80141335,Charles McDougall
80239306,FÃ©lix Koch
80115030,Marshall Brickman
70291114,Santhana Bharathi
81044299,Ed Blum
70113534,"Cameron Cairnes, Colin Cairnes"
80113667,CHILLZ MENTAL
80096955,William Dear
80125593,Carlo Carlei
81173792,Dylan Kidd
81113919,Julian Grant
70065107,Julian Grant
80990532,Henry Kynge
80108149,Sheldon Larry
80173395,Carl Tibbetts
80098203,Todd Komarnicki
80081960,Chee Keong Cheung
81221873,Michelle MacLaren
81036539,Kunihiko Yuyama
80197526,Tim Burton
80202273,Phillip Noyce
80170870,Matt Johnson
80237329,Hark Tsui
80190519,Ol Parker
81183491,"Scott Beck, Bryan Woods"
81011449,Ward Crockett
70253597,Jay Karas
70199239,Tony Bill
80099306,Jesse Warn
484369,Amir Valinia
81074060,Mike Snyder
70202600,Menno Meyjes
81021294,Clive Tonge
80109128,
80095649,Severin Eskeland
70084788,Caro Meldrum-Hanna
60036237,Paul Schrader
80014637,"Robert Cammisa, Dennis Donovan, Patrick Hendrickson"
60000407,Michael Greenspan
70202138,
81035731,Stephen Shimek
1181488,Rebecca Weaver
70308046,
81167119,G Ramesh
80108158,Beasy Jones
60024942,Jeff Buhler
81028791,Danny Cannon
60000891,David Mamet
70021648,"Christian Bisceglia, Ascanio Malgarini"
1151188,Steve Antin
81184681,David A. Cross
374651,Don Mcbrearty
70124183,Ray Xue
60026106,Richard Bates Jr.
70041162,Michael Feifer
70082268,Henry Alex Rubin
70019004,Shawn Cain
70128701,Sidney J. Furie
1151721,Brian Netto
60029363,Mark Steven Johnson
80032636,James Sadwith
60002003,Piers Haggard
1179574,Christopher Morahan
81103093,
60000393,Wayne Wang
60026114,Amir Valinia
70042687,Armand Mastroianni
523650,Nanni Loy
70104894,Michael Feifer
70081015,Carl Prechezer
70100448,Sean Haitz
70118155,John Whitesell
70044594,John Whitesell
81088083,John Whitesell
11819467,"Wolf Wolff, Ohmuthi"
70065096,H. Krvavac
70000091,
70019506,Michael Bay
70150473,Vaughn Taylor
70131314,Mikala
70284281,Marek Kanievska
60021788,Tom McLoughlin
70112732,Alejandro G. IÃ±Ã¡rritu
60021790,Pritesh Chheda
60031236,Ram Gopal Varma
60032563,Marc Webb
673843,Gideon Raff
1180086,Haim Silberstein
281550,James Ivory
70125232,Nick Cheung
81167137,Richard Lester
60000440,Craig Johnson
81217437,David Jung
60000480,Brad Furman
80117557,Jonathan Kasdan
70021634,Luis BuÃ±uel
70112500,William Tannen
786137,J.T. Petty
60034568,David Peoples
70050507,Christian Duguay
70125581,Dwight H. Little
846071,Mitchell Lichtenstein
81085364,Craig McMahon
81140307,Bill Marin
80188351,Manny Coto
70128695,Lance Doty
80095807,Ken Russell
70121008,Julian Grant
81167101,Neil Abramson
60000870,Ringo Lam
70260512,Pierre Salvadori
80135276,Carles Torrens
60035996,Roy Knyrim
60000409,Bruce Beresford
80201590,Craig Ross Jr.
60022396,Darren Lynn Bousman
28631029,Paolo Barzman
60022058,John Badham
70077544,Indar Dzhendubaev
60023856,John Stalberg
1029730,Adam Green
60029154,Harold Guskin
70103524,Sterling Macer Jr.
70021631,Andrew Bush
81012487,Michael Goldbach
404067,Gregg Bishop
70020296,Marco Bazzi
70021652,Martin Ritt
70061763,Joseph C Tury
70113006,"Melissa Talbot, Mike Jeffers"
70105370,Zackary Adler
60004484,Lev L. Spiro
60004483,"Cuba Gooding,  Jr."
5670479,Kevin O'Neill
60001808,Michael Keusch
60001807,Tim McCanlies
793907,"Alex Gregory, Peter Huyck"
20159719,
60024914,Natty Kumar
60000209,Charles Finch
60033108,Lisa Ellzey
1064058,Kris Kertanian
60021377,Dante Tomaselli
60033107,Bill Corcoran
80066084,Richard Green
1067876,Dinesh Selvaraj
70117902,V. Z. Durai
60001396,
22007250,Terence Young
60020949,David S. Goyer
60011597,Suzy Brack
70100379,James Frawley
70209245,David Fincher
70045863,Daria Nazarova
70045866,Ben Ryder
80999981,Scott Hester
60022056,Kieron J. Walsh
80016588,Christopher Morahan
70011207,John Moore
60027689,
80177342,Torey Haas
80108616,Mary McMurray
70084799,Joseph Sargent
60010487,Melville Shavelson
60011649,Metin Huseyin
60010488,Alex de la Iglesia
60004476,Lisa Cholodenko
70299748,Jimmy Dasaint
80214621,"Ryan Keating, Daniel Dollase, Zoe Tweedie"
80245709,Francisco Ramalho Jr.
70117299,James D.R. Hickox
16944044,Jorge Ameer
81045060,Bert I. Gordon
60031284,Rob Minkoff
70058019,Rob Minkoff
81046846,Tenill Ransom
880640,
81052279,Ulli Lommel
81052277,Gary Yates
60026139,Kerry Conran
70101375,Edward Anderson
408911,Scott Hester
80195885,Jim Field Smith
70307648,Vu Duc Thang
60023619,John Oak Dalton
70023960,Andrew V. McLaglen
80201623,Rotimi Akanbi
80201626,Jonathan Mumm
80195653,Roger Armstrong
80084756,Rogers Conners
70117122,S. P. Muthuraman
80084454,James D. Parriott
70204980,Senthilnathan
80208908,Bob Balaban
80167491,Pia Justine Cruz
80206907,Jeethu Joseph
80202905,Naressh Kuppili
60035870,Todd Sheets
80074065,John Patterson
80201809,B. Ashok Kumar
80228146,Jared Hess
70169918,Tara Johnson-Medinger
80201810,Robin Christian
80221637,Sidney Lumet
19207412,Susanna White
80201618,Mike Ockrent
70128225,John Strickland
80020131,Glenn Jordan
70286028,Jeremiah McLamb
80020036,Sebastian Silva
70301472,Bramma
70286029,Diarmuid Lawrence
70297799,Nick Ward
80131236,Alexander Kaminer
70297439,Tim Fywell
70116578,Priyadarshan
80202908,David Hinton
80184135,Krishnan-Panju
80139199,E Ibrahim
80208830,Adrian Leon
80201813,Stephen Kay
80186459,David Gelb
1065372,Sylvain White
80159566,Adrian Konstant
80201815,"Arron Blake, Darius Shu"
70114043,"Benjamin Turner, Gabe Turner"
80140364,Simon Langton
80140617,Jae Sinclair
80154688,Francesco Mandelli
70060010,Jeff Leroy
80140490,Bill Paxton
80011026,Barbara TopsÃ¸e-Rothenborg
80117742,Kerstin Karlhuber
80140938,Michael Almereyda
80147318,Marcus Gautesen
80152741,Spike Lee
80118002,Joseph Novoa
80141033,Neil LaBute
80140362,Benjamin Thomas
70213235,
70221672,Mark Steven Johnson; Mark Johnson
70213085,"Joseph Mathew, Dan DeVivo"
70213084,
70213083,Timothy Armstrong
70213082,Brett Kelly
70213081,Ron Maxwell
70213080,Mike Nichols
70213079,Paul Weitz
70213078,Kay Cannon
70213077,Kate Sweeney
70213076,Rel Dowdell
70221673,JÃ¡n Sabol
70221570,Donald Lawrence Flaherty
70221571,John Whitesell
70221569,Adrian Konstant
80008257,Eric Power
80092837,Aaron McJames
70259568,Savannah Gisleson
70242898,Daniel Lusko
70242897,Karen Schuback
70213075,
70213074,"Anna Utrecht, Octavio Lasheras"
70213073,Radha Mohan
70213072,Marc Webb
70294113,Matt O'Dowd
70242900,Bruce Bilson
70242899,Neil Marshall
70287605,Yuvaraj Subramani
70053412,Michael Keusch
80131616,Bharathiraja
81020653,Ralph Bakshi
80220692,Elia K. Schneider
80117531,Julie Crisante
80153131,Domben Chisom
80991400,Paul Ragsdale
81059388,Harry Michell
80231156,Jose Montesinos (Frenzy)
81029383,Nikk Bergman
80241001,Jeffrey J. Moore
80178280,Rick Alverson
80119555,PAUL APEL PAPEL (DGN)
80158270,Lazar Vukovic
70302836,Mohit Suri
81034763,"Luvia Petersen, Alison Ward"
81044300,Kim Jeong-Yong
80151370,Katie Mitchell
81010962,
80094258,Catherine Morshead
